key_name,en,comment
UNDO,Undo,
UNDO_PLANTING_COMPLETE,Undo Planting Complete,
UNDO_WITHDRAWAL,Undo Withdrawal,
UNDO_WITHDRAWAL_CONFIRMATION,Are you sure you want to undo this withdrawal?,
UNDONE_WITHDRAWAL_MESSAGE,This withdrawal was undone and the quantities were restored to the original batch.,
UNEXPECTED_ERROR,An unexpected error occurred.,
UNITS,Units,
UNKNOWN,Unknown,
UNSPECIFIED,Unspecified,
UPCOMING,Upcoming,
UPCOMING_PLANTING_SEASONS,Upcoming Planting Seasons,
UPDATE,Update,
UPDATE_STATUS_WARNING,You‘re about to update the status,
UPLOAD_A_MAP_OF_THE_PROJECT_BOUNDARY,Upload a Map of the Project Boundary,
UPLOAD_FILE,Upload File,
UPLOAD_FILES_DESCRIPTION,Browse or drag and drop files.,
UPLOAD_FILES_TITLE,Upload File(s),
UPLOAD_PHOTO,Upload Photo...,
UPLOAD_PHOTO_DESCRIPTION,"Browse or drag and drop a file (JPG, PNG).",
UPLOAD_PHOTO_MOBILE_DESCRIPTION,"Browse files (JPG, PNG).",
UPLOAD_PHOTOS,Upload Photo(s),
UPLOAD_SHAPEFILE,Upload Shapefile,
UPLOAD_SHAPEFILE_DESCRIPTION,"Upload File
(file type examples: GeoJSON, kml/kmz)",
UPLOAD_SPATIAL_FILES,Upload spatial file(s),
USE_ORGANIZATION_TIME_ZONE,Use organization's time zone,
USED_UP,Used Up,
USER_NOTIFICATION_ACTION,"To change your preferences, go to [“My Account”]",
USER_WITH_EMAIL_DOES_NOT_EXIST,User with this email does not exist,
VALUE,Value,
VALUE_CANT_EXCEED_100,Value can’t exceed 100%,
VALUES_ALIGNMENT,Values Alignment,
VARIABLE_DETAILS,Variable Details,
VARIABLES,Variables,
VCS_TEMPLATE_NAME,"VCS Project Description Template, v4.3",
VERRA_NPRT,Verra Non-Permanence Risk Tool (NPRT),
VERSION,Version,
VERSION_NAME,Version Name,
VERSION_PREVIEW,Version Preview,
VERSIONS,Versions,
VIABILITY,Viability,
VIABILITY_RATE,Viability Rate,
VIABILITY_RESULT,Viability Result,
VIABILITY_TEST,Viability Test,
VIABILITY_TEST_NUMBER,Viability Test (#{0}),
VIABILITY_TEST_START_DATE_ERROR,This should not be before the date when seeds were collected,
VIABILITY_TESTING,Viability Testing,
VIABILITY_TESTING_EMPTY_MESSAGE,"Viability Testing helps you track seed quality. You can conduct a nursery or lab germination test, or perform a cut test.",
VIABILITY_TESTS,Viability Tests,
VIEW,View,
VIEW_ALL_DELIVERABLES,View All Deliverables,
VIEW_APPLICATION,View Application,
VIEW_LESS,View Less,
VIEW_MORE,View More,
VIEW_PRESCREEN_SUBMISSION,View Pre-screen Submission,
VIEW_SESSION,View Session,Button label to view the video recording of an informational session
VIEW_SITES_ZONES_SUBZONES,"View Sites, Zones, and Subzones on a map.",
VINE,Vine,A type of plant.
VOTER,Voter: {0},Displays the name of a person voter.
VOTING_DECISION,Voting Decision,
WAITING_TO_DOWNLOAD,Waiting to download...,
WAITLIST,Waitlist,
WATTS_VALUE,{0}W,
WEIGHT,Weight,
WEIGHT_GRAMS,Weight (g),
WEIGHT_KILOGRAMS,Weight (kg),
WEIGHT_MILLIGRAMS,Weight (mg),
WEIGHT_OUNCES,Weight (oz),
WEIGHT_POUNDS,Weight (lb),
WEIGHT_SYSTEM_SELECTED,Weight system: {0},
WELCOME,Welcome!,
WELCOME_MSG,Welcome and happy seeding!,
WELCOME_PERSON,"Welcome, {0}!",
WHAT_NEEDS_TO_BE_TRUE,What Needs To Be True,
WILD,Wild,
WILD_IN_SITU,Wild (In Situ),
WILD_IN_SITU_DESCRIPTION,Plants that occur naturally in wild areas and were not planted by people.,
WITHDRAW,Withdraw,
WITHDRAW_ALL,Withdraw all,
WITHDRAW_BY,Withdraw By,
WITHDRAW_DATE_REQUIRED,Withdraw Date *,
WITHDRAW_FROM_BATCHES,Withdraw from Batches,
WITHDRAW_INSTRUCTIONS,Select a withdrawal purpose and enter the quantities from each batch to withdraw.,
WITHDRAW_QUANTITY,Withdraw Quantity,
WITHDRAW_QUANTITY_REQUIRED,Withdraw Quantity *,
WITHDRAW_SEEDS,Withdraw Seeds,
WITHDRAW_SINGLE_NURSERY,You may only bulk withdraw from one nursery at a time.,
WITHDRAWAL,Withdrawal,
WITHDRAWAL_BATCHES_MISSING_QUANTITY_ERROR,Enter a quantity in at least one seedlings batch row.,
WITHDRAWAL_DETAILS,Withdrawal Details,
WITHDRAWAL_HISTORY,Withdrawal History,
WITHDRAWAL_UNDONE,Withdrawal Undone,
WITHDRAWAL_UNDONE_DESCRIPTION,Withdraw was undone and the quantities were restored to the original batch.,
WITHDRAWALS,Withdrawals,
WITHDRAWN,Withdrawn,
WITHDRAWN_BY,Withdrawn By,
WITHDRAWN_DATE,Withdrawn Date,
WITHDRAWN_QUANTITY_ERROR,Exceeds remaining quantity,
WITHDRAWN_QUANTITY_GREATER_THAN_ZERO_ERROR,Withdrawn Quantity Must Be Greater Than 0,
WITHOUT_MAP,Without Map,
WOOD_DENSITY_LEVEL,Wood Density Level,
WORDS,Words,
WORKERS_PAID_ENGAGED,Total Number of Paid Workers Engaged *,
WORKERS_PAID_FEMALE,Female Paid Workers *,
WORKERS_VOLUNTEERS,Volunteers *,
WORKSHOP,Workshop,
YES,Yes,
YOU_APPROVED_SPECIES,You approved {0}.,
YOU_ARE_ABOUT_TO_APPROVE_THIS_DELIVERABLE,You are about to approve this deliverable.,
YOU_ARE_ABOUT_TO_APPROVE_THIS_QUESTIONS_DELIVERABLE,You are about to approve this Questionnaire Deliverable. This will approve the list as a deliverable and will not affect individual variable statuses.,
YOU_ARE_ABOUT_TO_APPROVE_THIS_SPECIES,You are about to approve this Species.,
YOU_ARE_ABOUT_TO_APPROVE_THIS_SPECIES_DELIVERABLE,You are about to approve this Species List. This will approve the list as a deliverable and will not affect individual species statuses.,
YOU_ARE_ABOUT_TO_SUBMIT_THIS_SPECIES_DELIVERABLE,Are you sure you want to submit this species list for approval?,
YOU_ARE_HERE,You are here,
YOUR_APPLICATIONS,Your Applications,
ZERO,zero,
ZONE,Zone,
ZONE_BOUNDARIES,Zone Boundaries,
ZONE_LEVEL_DATA,Zone Level Data,
ZONE_LEVEL_DATA_MAP_TITLE,What does the planting site look like based on what we reported to have planted?,
ZONE_LEVEL_DATA_MAP_TITLE_WITH_OBSERVATION,What does the planting site look like as of {0}?,
ZONE_NAME_IN_USE,Zone name is already in use.,
ZONE_NAME_MAXIMUM_LENGTH,Zone name should be 15 characters or less.,
ZONE_REQUIRED,Zone *,
ZONES,Zones,
